"Table S1 Complete dataset used from train and validated machine learning methods, which are collected from literature data. ",,,,,,,,,,,,,,,,
Citation,Sample Name,Tectonic Setting,,Latitude ,Longitude ,Rock Name,Rock Type,P,Ti,Y,Nb,Dy,Yb,U,Hf,Th
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,596,32.4,1352,1.92,124,350,351,10801,136
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,195,26,648,1.85,60.4,178,141,8245,64.7
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,197,5.05,396,1.09,33.8,124,125,9386,50.6
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,521,22.3,1193,1.08,114,294,243,9576,72.2
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,159,3.65,405,1.25,34.7,123,149,9769,90.5
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,628,22.5,1206,1.21,113,297,163,9820,78.2
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,768,10.3,1732,1.44,151,480,415,10628,125
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,482,18.4,1206,1.39,118,299,380,9906,171
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,238,9.31,621,2.64,53.7,186,145,8970,68.4
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,299,8.95,972,1.49,91.6,247,499,10070,322
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,387,8.5,970,1.5,84,291,349,11019,169
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,125,6.26,355,1.16,33.1,82.8,240,7899,190
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,209,6.52,630,3.4,56.9,182,286,9088,160
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,107,4.03,646,16.1,58.8,194,277,10216,93.6
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,282,33.6,389,1.1,61.6,37.7,832,11868,135
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,191,18,478,1.21,40.3,144,435,11925,207
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,804,22.4,1808,1.15,182,433,253,10040,165
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,267,5.16,706,1.89,59.2,209,362,10279,127
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,292,10.3,692,0.8,65.4,190,391,9597,69.9
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,750,19.8,1492,1.62,141,376,235,9828,101
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,631,5.01,1876,4.29,160,568,1294,11202,676
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,240,6.97,357,0.45,43.1,49.2,201,13079,102
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,639,15.1,1240,1.06,110,356,303,11285,88.9
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,524,5.54,1255,1.6,107,368,461,11238,178
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,386,1.42,672,2.92,53.5,263,916,11355,145
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,317,10.4,731,1.84,66.1,212,407,10587,87.8
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,634,15,1366,1.21,126,351,318,10367,138
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,419,9.84,1071,1.04,98.6,291,347,10080,167
[24637] HUANG XIGUANG (2021),samp. LC18-24,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,596,13.8,1115,1.16,102,304,252,10757,64.3
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,446,7.09,1088,1.82,94.2,326,505,12011,173
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,327,13.7,860,1.67,79.1,232,250,9854,164
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,475,8.4,1635,2.93,151,423,404,10471,189
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,575,4.85,1846,3.69,154,547,545,12215,214
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,212,6.78,552,5.23,42.5,192,609,10915,193
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,188,27.5,2624,2.76,263,663,623,8816,300
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,532,4.38,1217,1.05,117,283,620,11346,87
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,642,5.91,1600,2.45,126,568,796,11945,133
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,291,9.98,592,6.12,46.1,253,326,10562,90.8
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,289,10.4,1431,2.19,146,367,157,9578,84.7
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,652,10.8,1417,1.31,138,323,454,11228,118
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,441,2.64,955,2.77,75.7,326,583,12388,118
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,311,3.82,645,0.98,60.4,179,486,12239,55
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,252,5.66,302,0.52,30.8,66.7,255,11013,32.9
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,381,12.1,805,1.56,73.1,214,274,9788,147
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,438,8.2,1025,0.9,89.3,272,319,10473,106
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,491,5.04,811,1.32,82.5,208,410,11850,66.6
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,446,5.81,1189,3.44,104,338,637,10906,186
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,253,13.4,1007,1.65,101,256,339,9455,260
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,216,10.3,868,2.4,83.1,231,223,9410,166
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,934,4.55,1931,1.4,142,720,677,13031,70.1
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,361,17.3,1576,1.2,159,366,345,9697,242
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,375,17.5,1133,1.45,107,273,215,9846,132
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,570,11.6,1310,1.66,114,360,333,10410,144
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,301,3.2,582,0.98,49.3,187,346,12856,38.5
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,743,6.47,1514,1.69,124,500,459,11695,92.8
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,528,8.91,1044,2.09,86,370,708,11208,86.1
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,698,7.42,1498,1.22,118,491,368,11721,86.7
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,407,7.85,974,2.69,81.9,288,193,11480,128
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,389,1.26,939,4.61,73.2,337,1124,12103,242
[24637] HUANG XIGUANG (2021),samp. LC18-25,Intraplate Volcanics,Plate Tectonic,21.67,99.67,Monzogranite,Felsic,323,5.39,760,1.96,57.2,285,498,11728,83.8
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,950,4.1,2831,2.7,261,946,602,13770,143
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,774,6,1987,0.8,202,482,296,14470,43
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,902,3.2,2750,2.8,236,946,426,14610,112
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,943,10.3,2370,0.8,225,705,207,14040,53
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,838,4.9,2278,1.4,202,720,317,15110,77
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,415,6.5,2559,1.4,281,647,331,12150,136
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,961,4.1,3010,1.5,264,922,313,15280,62
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,579,6.5,1682,4.6,135,637,631,13600,85
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,1115,1.1,4030,3.7,298,1380,1268,17690,133
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,931,4.8,2721,2.6,219,972,783,14600,112
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,621,4.1,3384,1.8,308,920,398,12560,166
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,710,3.4,1943,1.5,155,660,373,15200,57
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,577,2.4,1445,2.2,127,547,610,12160,121
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,717,7.5,1407,1.3,140,500,615,11480,80
[24690] JARA J. J. (2021),samp. JJJD_28,Convergent Margin,Plate Tectonic,-25.5,-69,Syenogranite,Felsic,16,0.2,67,0.4,5,31,685,845,453
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,168,6.4,570,0.9,42,268,120,11000,73
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,253,4.6,768,1.3,56,363,247,12670,123
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,205,6.1,514,0.6,40,226,70,10940,49
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,302,6,1536,2.9,108,614,628,13140,369
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,238,4.6,732,1.5,60,299,420,14170,127
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,216,6.8,842,1.3,64,387,172,11780,112
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,155,5.8,892,0.5,76,328,118,11770,113
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,246,7.2,644,1,55,267,42,10300,43
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,209,3,1034,2.5,73,498,283,14210,185
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,254,3.7,813,2.1,60,395,296,12510,146
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,307,7.9,1298,1.8,94,527,197,11560,144
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,161,6.1,620,0.8,45,282,87,11750,59
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,253,5.7,1151,1.9,81,496,213,11350,143
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,990,7.2,966,1.7,72,464,197,11340,142
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,175,9,596,1,45,277,101,12150,64
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,265,3.6,1066,2,72,556,501,13280,126
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,192,6.1,1175,0.9,95,471,154,11580,153
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,165,4.8,838,1.2,62,379,170,12330,119
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,210,6.7,989,2.6,68,459,236,14350,137
[24690] JARA J. J. (2021),samp. JJJD_39,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,216,5.4,1027,1.7,73,460,222,12290,124
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,304,9.4,1015,1.9,93,401,56,13490,34
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,277,9.1,1318,2.2,126,512,58,14060,38
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,350,13,1362,2.3,122,549,65,12770,41
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,279,11.6,1186,2,114,446,57,13380,49
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,220,4.6,727,2,59,392,98,17110,44
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,250,6.5,805,1.8,68,373,50,15280,25
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,321,10.9,1205,2.2,111,508,50,13110,27
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,306,7.8,1228,2.2,112,539,59,14500,37
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,290,11.5,1292,2.1,123,523,83,13370,53
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,346,9.1,2504,2.1,257,869,140,12310,150
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,233,6.2,959,1.9,83,425,85,15560,59
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,240,8.3,913,1.4,86,366,64,11460,46
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,286,8.2,1517,1.5,150,520,95,11140,99
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,230,7.5,817,1.8,73,364,65,11920,29
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,250,8.4,861,1.5,76,339,57,11010,23
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,296,9.7,1031,1.6,94,402,54,11100,26
[24690] JARA J. J. (2021),samp. JJJD_06,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,291,6.8,1270,1.6,119,477,60,11040,30
[24690] JARA J. J. (2021),samp. JJJD_05,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,273,12.2,1610,1.4,159,523,122,12150,102
[24690] JARA J. J. (2021),samp. JJJD_05,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,324,12.6,2267,1.7,227,745,145,12020,146
[24690] JARA J. J. (2021),samp. JJJD_05,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,345,5.4,1154,1.6,107,444,93,15740,53
[24690] JARA J. J. (2021),samp. JJJD_05,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,335,11.2,2650,1.9,277,915,139,14260,134
[24690] JARA J. J. (2021),samp. JJJD_05,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,258,8.8,1787,1.4,182,592,111,11310,88
[24690] JARA J. J. (2021),samp. JJJD_05,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,245,9.2,1810,1.4,191,580,81,12620,62
[24690] JARA J. J. (2021),samp. JJJD_05,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,245,8.2,1316,1.1,123,436,101,11560,85
[24690] JARA J. J. (2021),samp. JJJD_05,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,335,10.6,2810,1.8,270,896,144,11810,132
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,147,7.9,543,0.8,52,298,112,11460,58
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,214,11.2,998,1.2,102,501,180,14270,100
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,185,6.6,548,0.8,57,294,145,12740,90
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,200,2.5,875,1.2,69,429,159,15760,88
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,243,4.1,1000,0.8,94,490,267,10640,177
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,172,5.9,573,0.9,42,302,392,15650,189
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,179,4.5,558,1,35,260,311,14120,225
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,205,4.6,673,0.8,42,343,159,12280,76
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,236,6.6,1039,1.7,68,508,332,12530,193
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,272,5.8,1085,0.9,77,507,193,12010,104
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,143,5.9,569,0.8,43,294,126,12060,65
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,158,4.3,547,0.7,45,288,230,13350,116
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,161,5,810,1,66,429,221,11600,109
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,286,8,457,0.6,37,220,100,11900,62
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,186,7.2,721,1,58,366,278,13260,120
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,145,4.6,408,0.6,31,217,189,12490,99
[24690] JARA J. J. (2021),samp. JJJD_12,Convergent Margin,Plate Tectonic,-26.5,-69,Granodiorite,Inter-Felsic,163,6,690,0.9,49,358,166,11700,93
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,519,13.4,2244,2.5,213,824,124,16150,64
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,425,9.7,2850,2,301,950,123,15310,79
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,584,8.4,3955,2.2,405,1393,191,18410,133
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,675,9.7,3510,2.2,374,1155,109,15760,66
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,585,12,4377,2.5,475,1458,178,15900,102
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,541,12.9,2542,3.6,236,1004,152,16810,93
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,548,11.4,3629,2.5,365,1280,148,16890,149
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,669,13,5270,3.1,577,1719,199,15160,310
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,590,16.7,2851,3.3,285,996,180,15790,261
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,495,13.1,2362,2.6,226,876,146,17030,76
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,649,13.2,5450,3,588,1800,211,15580,150
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,501,11.8,2782,3.3,262,1061,130,16210,57
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,666,12.1,5600,3.3,615,1826,298,16750,164
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,675,14.5,5156,3.8,551,1744,194,14980,128
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,558,14.8,3125,3.2,312,1115,156,14710,92
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,541,11.6,2186,2.5,199,796,92,14230,36
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,541,11.8,1978,2.5,178,786,99,16400,34
[24690] JARA J. J. (2021),samp. JJJD_20,Convergent Margin,Plate Tectonic,-26.5,-69,Diorite,Intermediate,669,15,4073,3.4,407,1414,161,14090,117
